 - Controller, - Controller, - measured bending Angle, - measured bending Angle, - Bending angle reference, - Bending angle reference, - error, - error
14711,0.79755,14711,0.59024,14711,0.60605,14711,0.01581
14712,0.79862,14712,0.59024,14712,0.60603,14712,0.01579
14713,0.79732,14713,0.59052,14713,0.60601,14713,0.01549
14714,0.79732,14714,0.59052,14714,0.60599,14714,0.01547
14715,0.78666,14715,0.59052,14715,0.60597,14715,0.01544
14716,0.79043,14716,0.59052,14716,0.60595,14716,0.01542
14717,0.79043,14717,0.59052,14717,0.60593,14717,0.0154
14718,0.79277,14718,0.59052,14718,0.60591,14718,0.01538
14719,0.79529,14719,0.59052,14719,0.60588,14719,0.01536
14720,0.79529,14720,0.59052,14720,0.60586,14720,0.01534
14721,0.79529,14721,0.59052,14721,0.60584,14721,0.01532
14722,0.79663,14722,0.59052,14722,0.60582,14722,0.0153
14723,0.7949,14723,0.59085,14723,0.6058,14723,0.01496
14724,0.7949,14724,0.59085,14724,0.60578,14724,0.01494
14725,0.78189,14725,0.59085,14725,0.60576,14725,0.01491
14726,0.78641,14726,0.59085,14726,0.60574,14726,0.01489
14727,0.78935,14727,0.59085,14727,0.60572,14727,0.01487
14728,0.78935,14728,0.59085,14728,0.6057,14728,0.01485
14729,0.7963,14729,0.59085,14729,0.60568,14729,0.01483
14730,0.7963,14730,0.59085,14730,0.60565,14730,0.01481
14731,0.79915,14731,0.59085,14731,0.60563,14731,0.01479
14732,0.79737,14732,0.59121,14732,0.60561,14732,0.0144
14733,0.79737,14733,0.59121,14733,0.60559,14733,0.01438
14734,0.78277,14734,0.59121,14734,0.60557,14734,0.01436
14735,0.78277,14735,0.59121,14735,0.60555,14735,0.01434
14736,0.78689,14736,0.59121,14736,0.60553,14736,0.01432
14737,0.78929,14737,0.59121,14737,0.60551,14737,0.0143
14738,0.78929,14738,0.59121,14738,0.60549,14738,0.01428
14739,0.78929,14739,0.59121,14739,0.60547,14739,0.01426
14740,0.78929,14740,0.59121,14740,0.60545,14740,0.01424
14741,0.78929,14741,0.59121,14741,0.60542,14741,0.01422
14742,0.78929,14742,0.59121,14742,0.6054,14742,0.0142
14743,0.7914,14743,0.59121,14743,0.60538,14743,0.01417
14744,0.7914,14744,0.59121,14744,0.60536,14744,0.01415
14745,0.7914,14745,0.59121,14745,0.60534,14745,0.01413
14746,0.78884,14746,0.59161,14746,0.60532,14746,0.01371
14747,0.78884,14747,0.59161,14747,0.6053,14747,0.01369
14748,0.77009,14748,0.59161,14748,0.60528,14748,0.01367
14749,0.77009,14749,0.59161,14749,0.60526,14749,0.01364
14750,0.77009,14750,0.59161,14750,0.60524,14750,0.01362
14751,0.77009,14751,0.59161,14751,0.60522,14751,0.0136
14752,0.77474,14752,0.59161,14752,0.60519,14752,0.01358
14753,0.77443,14753,0.59206,14753,0.60517,14753,0.01312
14754,0.75882,14754,0.59206,14754,0.60515,14754,0.0131
14755,0.75882,14755,0.59206,14755,0.60513,14755,0.01307
14756,0.76747,14756,0.59206,14756,0.60511,14756,0.01305
14757,0.76747,14757,0.59206,14757,0.60509,14757,0.01303
14758,0.77416,14758,0.59206,14758,0.60507,14758,0.01301
14759,0.77863,14759,0.59206,14759,0.60505,14759,0.01299
14760,0.77863,14760,0.59206,14760,0.60503,14760,0.01297
14761,0.77863,14761,0.59206,14761,0.60501,14761,0.01295
14762,0.78239,14762,0.59206,14762,0.60499,14762,0.01293
14763,0.78097,14763,0.59254,14763,0.60496,14763,0.01242
14764,0.76298,14764,0.59254,14764,0.60494,14764,0.0124
14765,0.76298,14765,0.59254,14765,0.60492,14765,0.01238
14766,0.77054,14766,0.59254,14766,0.6049,14766,0.01236
14767,0.77635,14767,0.59254,14767,0.60488,14767,0.01234
14768,0.78032,14768,0.59254,14768,0.60486,14768,0.01232
14769,0.78032,14769,0.59254,14769,0.60484,14769,0.0123
14770,0.78032,14770,0.59254,14770,0.60482,14770,0.01228
14771,0.78032,14771,0.59254,14771,0.6048,14771,0.01226
14772,0.78436,14772,0.59254,14772,0.60478,14772,0.01223
14773,0.78436,14773,0.59254,14773,0.60476,14773,0.01221
14774,0.78168,14774,0.59307,14774,0.60473,14774,0.01167
14775,0.76054,14775,0.59307,14775,0.60471,14775,0.01165
14776,0.76054,14776,0.59307,14776,0.60469,14776,0.01163
14777,0.76054,14777,0.59307,14777,0.60467,14777,0.01161
14778,0.76742,14778,0.59307,14778,0.60465,14778,0.01158
14779,0.76742,14779,0.59307,14779,0.60463,14779,0.01156
14780,0.76742,14780,0.59307,14780,0.60461,14780,0.01154
14781,0.76742,14781,0.59307,14781,0.60459,14781,0.01152
14782,0.76742,14782,0.59307,14782,0.60457,14782,0.0115
14783,0.76742,14783,0.59307,14783,0.60455,14783,0.01148
14784,0.77337,14784,0.59307,14784,0.60453,14784,0.01146
14785,0.77337,14785,0.59307,14785,0.6045,14785,0.01144
14786,0.77006,14786,0.59363,14786,0.60448,14786,0.01085
14787,0.77006,14787,0.59363,14787,0.60446,14787,0.01083
14788,0.74758,14788,0.59363,14788,0.60444,14788,0.01081
14789,0.75656,14789,0.59363,14789,0.60442,14789,0.01079
14790,0.75656,14790,0.59363,14790,0.6044,14790,0.01077
14791,0.75656,14791,0.59363,14791,0.60438,14791,0.01075
14792,0.76392,14792,0.59363,14792,0.60436,14792,0.01073
14793,0.76392,14793,0.59363,14793,0.60434,14793,0.01071
14794,0.76421,14794,0.59423,14794,0.60432,14794,0.01008
14795,0.76421,14795,0.59423,14795,0.6043,14795,0.01006
14796,0.74363,14796,0.59423,14796,0.60427,14796,0.01004
14797,0.74363,14797,0.59423,14797,0.60425,14797,0.01002
14798,0.74363,14798,0.59423,14798,0.60423,14798,0.01
14799,0.75312,14799,0.59423,14799,0.60421,14799,0.00998
14800,0.75312,14800,0.59423,14800,0.60419,14800,0.00996
14801,0.75312,14801,0.59423,14801,0.60417,14801,0.00994
14802,0.76047,14802,0.59423,14802,0.60415,14802,0.00992
14803,0.75903,14803,0.59487,14803,0.60413,14803,0.00926
14804,0.73781,14804,0.59487,14804,0.60411,14804,0.00924
14805,0.74924,14805,0.59487,14805,0.60409,14805,0.00921
14806,0.77168,14806,0.59487,14806,0.60407,14806,0.00919
14807,0.77168,14807,0.59487,14807,0.60404,14807,0.00917
14808,0.77168,14808,0.59487,14808,0.60402,14808,0.00915
14809,0.77168,14809,0.59487,14809,0.604,14809,0.00913
14810,0.77168,14810,0.59487,14810,0.60398,14810,0.00911
14811,0.77737,14811,0.59487,14811,0.60396,14811,0.00909
14812,0.77737,14812,0.59487,14812,0.60394,14812,0.00907
14813,0.77737,14813,0.59487,14813,0.60392,14813,0.00905
14814,0.77405,14814,0.59555,14814,0.6039,14814,0.00835
14815,0.77405,14815,0.59555,14815,0.60388,14815,0.00833
14816,0.74575,14816,0.59555,14816,0.60386,14816,0.00831
14817,0.76059,14817,0.59555,14817,0.60383,14817,0.00829
14818,0.76795,14818,0.59555,14818,0.60381,14818,0.00826
14819,0.77295,14819,0.59555,14819,0.60379,14819,0.00824
14820,0.77295,14820,0.59555,14820,0.60377,14820,0.00822
14821,0.77295,14821,0.59555,14821,0.60375,14821,0.0082
14822,0.77295,14822,0.59555,14822,0.60373,14822,0.00818
14823,0.77694,14823,0.59555,14823,0.60371,14823,0.00816
14824,0.77694,14824,0.59555,14824,0.60369,14824,0.00814
14825,0.77694,14825,0.59555,14825,0.60367,14825,0.00812
14826,0.77694,14826,0.59555,14826,0.60365,14826,0.0081
14827,0.77231,14827,0.59626,14827,0.60363,14827,0.00736
14828,0.7431,14828,0.59626,14828,0.6036,14828,0.00734
14829,0.75012,14829,0.59626,14829,0.60358,14829,0.00732
14830,0.75012,14830,0.59626,14830,0.60356,14830,0.0073
14831,0.75834,14831,0.59626,14831,0.60354,14831,0.00728
14832,0.73149,14832,0.59702,14832,0.60352,14832,0.00651
14833,0.73149,14833,0.59702,14833,0.6035,14833,0.00648
14834,0.73149,14834,0.59702,14834,0.60348,14834,0.00646
14835,0.74335,14835,0.59702,14835,0.60346,14835,0.00644
14836,0.74335,14836,0.59702,14836,0.60344,14836,0.00642
14837,0.74335,14837,0.59702,14837,0.60342,14837,0.0064
14838,0.75307,14838,0.59702,14838,0.6034,14838,0.00638
14839,0.7582,14839,0.59702,14839,0.60337,14839,0.00636
14840,0.7582,14840,0.59702,14840,0.60335,14840,0.00634
14841,0.7582,14841,0.59702,14841,0.60333,14841,0.00632
14842,0.7627,14842,0.59702,14842,0.60331,14842,0.0063
14843,0.73075,14843,0.5978,14843,0.60329,14843,0.00549
14844,0.74238,14844,0.5978,14844,0.60327,14844,0.00547
14845,0.75233,14845,0.5978,14845,0.60325,14845,0.00545
14846,0.76504,14846,0.5978,14846,0.60323,14846,0.00542
14847,0.76504,14847,0.5978,14847,0.60321,14847,0.0054
14848,0.76975,14848,0.5978,14848,0.60319,14848,0.00538
14849,0.76975,14849,0.5978,14849,0.60317,14849,0.00536
14850,0.77416,14850,0.5978,14850,0.60314,14850,0.00534
14851,0.77416,14851,0.5978,14851,0.60312,14851,0.00532
14852,0.77638,14852,0.5978,14852,0.6031,14852,0.0053
14853,0.76833,14853,0.59863,14853,0.60308,14853,0.00445
14854,0.73662,14854,0.59863,14854,0.60306,14854,0.00443
14855,0.73662,14855,0.59863,14855,0.60304,14855,0.00441
14856,0.74644,14856,0.59863,14856,0.60302,14856,0.00439
14857,0.74644,14857,0.59863,14857,0.603,14857,0.00437
14858,0.75406,14858,0.59863,14858,0.60298,14858,0.00435
14859,0.75406,14859,0.59863,14859,0.60296,14859,0.00433
14860,0.75406,14860,0.59863,14860,0.60293,14860,0.00431
14861,0.75927,14861,0.59863,14861,0.60291,14861,0.00429
14862,0.75927,14862,0.59863,14862,0.60289,14862,0.00427
14863,0.73506,14863,0.59949,14863,0.60287,14863,0.00339
14864,0.74499,14864,0.59949,14864,0.60285,14864,0.00337
14865,0.74499,14865,0.59949,14865,0.60283,14865,0.00334
14866,0.75359,14866,0.59949,14866,0.60281,14866,0.00332
14867,0.75359,14867,0.59949,14867,0.60279,14867,0.0033
14868,0.75359,14868,0.59949,14868,0.60277,14868,0.00328
14869,0.75359,14869,0.59949,14869,0.60275,14869,0.00326
14870,0.75359,14870,0.59949,14870,0.60273,14870,0.00324
14871,0.75937,14871,0.59949,14871,0.6027,14871,0.00322
14872,0.75937,14872,0.59949,14872,0.60268,14872,0.0032
14873,0.75937,14873,0.59949,14873,0.60266,14873,0.00318
14874,0.75937,14874,0.59949,14874,0.60264,14874,0.00316
14875,0.75937,14875,0.59949,14875,0.60262,14875,0.00314
14876,0.75349,14876,0.60038,14876,0.6026,14876,0.00222
14877,0.71755,14877,0.60038,14877,0.60258,14877,0.0022
14878,0.72686,14878,0.60038,14878,0.60256,14878,0.00218
14879,0.72686,14879,0.60038,14879,0.60254,14879,0.00216
14880,0.72686,14880,0.60038,14880,0.60252,14880,0.00214
14881,0.73778,14881,0.60038,14881,0.6025,14881,0.00212
14882,0.73778,14882,0.60038,14882,0.60247,14882,0.00209
14883,0.73778,14883,0.60038,14883,0.60245,14883,0.00207
14884,0.73675,14884,0.60131,14884,0.60243,14884,0.00112
14885,0.73675,14885,0.60131,14885,0.60241,14885,0.0011
14886,0.70448,14886,0.60131,14886,0.60239,14886,0.00108
14887,0.70448,14887,0.60131,14887,0.60237,14887,0.00106
14888,0.71754,14888,0.60131,14888,0.60235,14888,0.00104
14889,0.71754,14889,0.60131,14889,0.60233,14889,0.00102
14890,0.71754,14890,0.60131,14890,0.60231,14890,0.001
14891,0.71754,14891,0.60131,14891,0.60229,14891,0.00098
14892,0.71754,14892,0.60131,14892,0.60226,14892,0.00096
14893,0.71754,14893,0.60131,14893,0.60224,14893,0.00094
14894,0.72884,14894,0.60131,14894,0.60222,14894,0.00092
14895,0.72884,14895,0.60131,14895,0.6022,14895,0.00089
14896,0.72884,14896,0.60131,14896,0.60218,14896,0.00087
14897,0.72792,14897,0.60221,14897,0.60216,14897,-0.00005
14898,0.72792,14898,0.60221,14898,0.60214,14898,-0.00007
14899,0.69533,14899,0.60221,14899,0.60212,14899,-0.00009
14900,0.69533,14900,0.60221,14900,0.6021,14900,-0.00012
14901,0.69533,14901,0.60221,14901,0.60208,14901,-0.00014
14902,0.69533,14902,0.60221,14902,0.60206,14902,-0.00016
14903,0.70979,14903,0.60221,14903,0.60203,14903,-0.00018
14904,0.70979,14904,0.60221,14904,0.60201,14904,-0.0002
14905,0.71293,14905,0.6031,14905,0.60199,14905,-0.0011
14906,0.71293,14906,0.6031,14906,0.60197,14906,-0.00112
14907,0.68586,14907,0.6031,14907,0.60195,14907,-0.00114
14908,0.70272,14908,0.6031,14908,0.60193,14908,-0.00117
14909,0.70272,14909,0.6031,14909,0.60191,14909,-0.00119
14910,0.70272,14910,0.6031,14910,0.60189,14910,-0.00121
14911,0.70272,14911,0.6031,14911,0.60187,14911,-0.00123
14912,0.71639,14912,0.6031,14912,0.60185,14912,-0.00125
14913,0.71639,14913,0.6031,14913,0.60183,14913,-0.00127
14914,0.71891,14914,0.60396,14914,0.6018,14914,-0.00215
14915,0.71891,14915,0.60396,14915,0.60178,14915,-0.00217
14916,0.7066,14916,0.60396,14916,0.60176,14916,-0.00219
14917,0.71931,14917,0.60396,14917,0.60174,14917,-0.00221
14918,0.73101,14918,0.60396,14918,0.60172,14918,-0.00224
14919,0.73101,14919,0.60396,14919,0.6017,14919,-0.00226
14920,0.73101,14920,0.60396,14920,0.60168,14920,-0.00228
14921,0.73101,14921,0.60396,14921,0.60166,14921,-0.0023
14922,0.73947,14922,0.60396,14922,0.60164,14922,-0.00232
14923,0.73947,14923,0.60396,14923,0.60162,14923,-0.00234
14924,0.73718,14924,0.60479,14924,0.60159,14924,-0.0032
14925,0.73718,14925,0.60479,14925,0.60157,14925,-0.00322
14926,0.73718,14926,0.60479,14926,0.60155,14926,-0.00324
14927,0.70631,14927,0.60479,14927,0.60153,14927,-0.00326
14928,0.70631,14928,0.60479,14928,0.60151,14928,-0.00328
14929,0.71806,14929,0.60479,14929,0.60149,14929,-0.0033
14930,0.71806,14930,0.60479,14930,0.60147,14930,-0.00332
14931,0.71806,14931,0.60479,14931,0.60145,14931,-0.00335
14932,0.72677,14932,0.60479,14932,0.60143,14932,-0.00337
14933,0.72617,14933,0.60561,14933,0.60141,14933,-0.0042
14934,0.69933,14934,0.60561,14934,0.60139,14934,-0.00423
14935,0.69933,14935,0.60561,14935,0.60136,14935,-0.00425
14936,0.69933,14936,0.60561,14936,0.60134,14936,-0.00427
14937,0.71407,14937,0.60561,14937,0.60132,14937,-0.00429
14938,0.71407,14938,0.60561,14938,0.6013,14938,-0.00431
14939,0.71407,14939,0.60561,14939,0.60128,14939,-0.00433
14940,0.71407,14940,0.60561,14940,0.60126,14940,-0.00435
14941,0.72387,14941,0.60561,14941,0.60124,14941,-0.00437
14942,0.72387,14942,0.60561,14942,0.60122,14942,-0.00439
14943,0.72387,14943,0.60561,14943,0.6012,14943,-0.00441
14944,0.72262,14944,0.60641,14944,0.60118,14944,-0.00523
14945,0.72262,14945,0.60641,14945,0.60116,14945,-0.00525
14946,0.69551,14946,0.60641,14946,0.60113,14946,-0.00527
14947,0.708,14947,0.60641,14947,0.60111,14947,-0.00529
14948,0.71905,14948,0.60641,14948,0.60109,14948,-0.00531
14949,0.71905,14949,0.60641,14949,0.60107,14949,-0.00533
14950,0.72874,14950,0.60641,14950,0.60105,14950,-0.00535
14951,0.72874,14951,0.60641,14951,0.60103,14951,-0.00538
14952,0.72874,14952,0.60641,14952,0.60101,14952,-0.0054
14953,0.72874,14953,0.60641,14953,0.60099,14953,-0.00542
14954,0.72874,14954,0.60641,14954,0.60097,14954,-0.00544
14955,0.73626,14955,0.60641,14955,0.60095,14955,-0.00546
14956,0.73626,14956,0.60641,14956,0.60092,14956,-0.00548
14957,0.73626,14957,0.60641,14957,0.6009,14957,-0.0055
14958,0.73297,14958,0.60718,14958,0.60088,14958,-0.0063
14959,0.73297,14959,0.60718,14959,0.60086,14959,-0.00632
14960,0.73297,14960,0.60718,14960,0.60084,14960,-0.00634
14961,0.70337,14961,0.60718,14961,0.60082,14961,-0.00636
14962,0.70337,14962,0.60718,14962,0.6008,14962,-0.00638
14963,0.7061,14963,0.60793,14963,0.60078,14963,-0.00715
14964,0.6844,14964,0.60793,14964,0.60076,14964,-0.00717
14965,0.69946,14965,0.60793,14965,0.60074,14965,-0.00719
14966,0.71236,14966,0.60793,14966,0.60072,14966,-0.00722
14967,0.73088,14967,0.60793,14967,0.60069,14967,-0.00724
14968,0.73764,14968,0.60793,14968,0.60067,14968,-0.00726
14969,0.74369,14969,0.60793,14969,0.60065,14969,-0.00728
14970,0.74369,14970,0.60793,14970,0.60063,14970,-0.0073
14971,0.74764,14971,0.60793,14971,0.60061,14971,-0.00732
14972,0.74368,14972,0.60862,14972,0.60059,14972,-0.00803
14973,0.71788,14973,0.60862,14973,0.60057,14973,-0.00805
14974,0.7267,14974,0.60862,14974,0.60055,14974,-0.00807
14975,0.73955,14975,0.60862,14975,0.60053,14975,-0.00809
14976,0.73955,14976,0.60862,14976,0.60051,14976,-0.00811
14977,0.74819,14977,0.60862,14977,0.60048,14977,-0.00813
14978,0.75084,14978,0.60862,14978,0.60046,14978,-0.00815
14979,0.75294,14979,0.60862,14979,0.60044,14979,-0.00817
14980,0.75294,14980,0.60862,14980,0.60042,14980,-0.0082
14981,0.75294,14981,0.60862,14981,0.6004,14981,-0.00822
14982,0.75459,14982,0.60862,14982,0.60038,14982,-0.00824
14983,0.75459,14983,0.60862,14983,0.60036,14983,-0.00826
14984,0.74945,14984,0.60924,14984,0.60034,14984,-0.0089
14985,0.72993,14985,0.60924,14985,0.60032,14985,-0.00892
14986,0.72993,14986,0.60924,14986,0.6003,14986,-0.00894
14987,0.73676,14987,0.60924,14987,0.60028,14987,-0.00896
14988,0.74391,14988,0.60924,14988,0.60025,14988,-0.00898
14989,0.74721,14989,0.60924,14989,0.60023,14989,-0.009
14990,0.74721,14990,0.60924,14990,0.60021,14990,-0.00903
14991,0.75049,14991,0.60924,14991,0.60019,14991,-0.00905
14992,0.74643,14992,0.60979,14992,0.60017,14992,-0.00962
14993,0.72471,14993,0.60979,14993,0.60015,14993,-0.00964
14994,0.73137,14994,0.60979,14994,0.60013,14994,-0.00967
14995,0.73667,14995,0.60979,14995,0.60011,14995,-0.00969
14996,0.74089,14996,0.60979,14996,0.60009,14996,-0.00971
14997,0.74424,14997,0.60979,14997,0.60007,14997,-0.00973
14998,0.74424,14998,0.60979,14998,0.60005,14998,-0.00975
14999,0.7469,14999,0.60979,14999,0.60002,14999,-0.00977
15000,0.7469,15000,0.60979,15000,0.6,15000,-0.00979
15001,0.7469,15001,0.60979,15001,0.59998,15001,-0.00981
15002,0.7469,15002,0.60979,15002,0.59996,15002,-0.00983
15003,0.74879,15003,0.60979,15003,0.59994,15003,-0.00985
15004,0.74879,15004,0.60979,15004,0.59992,15004,-0.00987
15005,0.74383,15005,0.61029,15005,0.5999,15005,-0.01039
15006,0.74383,15006,0.61029,15006,0.59988,15006,-0.01041
15007,0.7223,15007,0.61029,15007,0.59986,15007,-0.01043
15008,0.72885,15008,0.61029,15008,0.59984,15008,-0.01045
15009,0.7334,15009,0.61029,15009,0.59981,15009,-0.01047
15010,0.7334,15010,0.61029,15010,0.59979,15010,-0.01049
15011,0.73789,15011,0.61029,15011,0.59977,15011,-0.01051
15012,0.73694,15012,0.61072,15012,0.59975,15012,-0.01096
15013,0.72858,15013,0.61072,15013,0.59973,15013,-0.01098
15014,0.73468,15014,0.61072,15014,0.59971,15014,-0.01101
15015,0.73866,15015,0.61072,15015,0.59969,15015,-0.01103
15016,0.74182,15016,0.61072,15016,0.59967,15016,-0.01105
15017,0.74432,15017,0.61072,15017,0.59965,15017,-0.01107
15018,0.74786,15018,0.61072,15018,0.59963,15018,-0.01109
15019,0.7493,15019,0.61072,15019,0.59961,15019,-0.01111
15020,0.7493,15020,0.61072,15020,0.59958,15020,-0.01113
15021,0.7493,15021,0.61072,15021,0.59956,15021,-0.01115
15022,0.74773,15022,0.61108,15022,0.59954,15022,-0.01154
15023,0.73263,15023,0.61108,15023,0.59952,15023,-0.01156
15024,0.73669,15024,0.61108,15024,0.5995,15024,-0.01158
15025,0.73992,15025,0.61108,15025,0.59948,15025,-0.0116
15026,0.74247,15026,0.61108,15026,0.59946,15026,-0.01162
15027,0.74449,15027,0.61108,15027,0.59944,15027,-0.01164
15028,0.74936,15028,0.61108,15028,0.59942,15028,-0.01167
15029,0.74936,15029,0.61108,15029,0.5994,15029,-0.01169
15030,0.74936,15030,0.61108,15030,0.59937,15030,-0.01171
15031,0.74936,15031,0.61108,15031,0.59935,15031,-0.01173
15032,0.75012,15032,0.61108,15032,0.59933,15032,-0.01175
15033,0.75012,15033,0.61108,15033,0.59931,15033,-0.01177
15034,0.75012,15034,0.61108,15034,0.59929,15034,-0.01179
15035,0.74768,15035,0.61139,15035,0.59927,15035,-0.01212
15036,0.74768,15036,0.61139,15036,0.59925,15036,-0.01214
15037,0.74768,15037,0.61139,15037,0.59923,15037,-0.01216
15038,0.73265,15038,0.61139,15038,0.59921,15038,-0.01218
15039,0.73418,15039,0.61139,15039,0.59919,15039,-0.0122
15040,0.73418,15040,0.61139,15040,0.59917,15040,-0.01222
15041,0.73579,15041,0.61139,15041,0.59914,15041,-0.01224
15042,0.73579,15042,0.61139,15042,0.59912,15042,-0.01226
15043,0.73579,15043,0.61139,15043,0.5991,15043,-0.01228
15044,0.73579,15044,0.61139,15044,0.59908,15044,-0.01231
15045,0.73614,15045,0.61163,15045,0.59906,15045,-0.01257
15046,0.72728,15046,0.61163,15046,0.59904,15046,-0.01259
15047,0.72922,15047,0.61163,15047,0.59902,15047,-0.01261
15048,0.72922,15048,0.61163,15048,0.599,15048,-0.01263
15049,0.73337,15049,0.61163,15049,0.59898,15049,-0.01265
15050,0.73337,15050,0.61163,15050,0.59896,15050,-0.01268
15051,0.73645,15051,0.61163,15051,0.59894,15051,-0.0127
15052,0.73645,15052,0.61163,15052,0.59891,15052,-0.01272
15053,0.73617,15053,0.61182,15053,0.59889,15053,-0.01292
15054,0.73617,15054,0.61182,15054,0.59887,15054,-0.01294
15055,0.73001,15055,0.61182,15055,0.59885,15055,-0.01296
15056,0.73001,15056,0.61182,15056,0.59883,15056,-0.01299
15057,0.73001,15057,0.61182,15057,0.59881,15057,-0.01301
15058,0.73274,15058,0.61182,15058,0.59879,15058,-0.01303
15059,0.73274,15059,0.61182,15059,0.59877,15059,-0.01305
15060,0.73274,15060,0.61182,15060,0.59875,15060,-0.01307
15061,0.73018,15061,0.61194,15061,0.59873,15061,-0.01322
15062,0.73841,15062,0.61194,15062,0.5987,15062,-0.01324
15063,0.74055,15063,0.61194,15063,0.59868,15063,-0.01326
15064,0.74055,15064,0.61194,15064,0.59866,15064,-0.01328
15065,0.7439,15065,0.61194,15065,0.59864,15065,-0.0133
15066,0.74466,15066,0.61194,15066,0.59862,15066,-0.01332
15067,0.74525,15067,0.61194,15067,0.5986,15067,-0.01334
15068,0.7457,15068,0.61194,15068,0.59858,15068,-0.01336
15069,0.7457,15069,0.61194,15069,0.59856,15069,-0.01338
15070,0.7457,15070,0.61194,15070,0.59854,15070,-0.0134
15071,0.7457,15071,0.61194,15071,0.59852,15071,-0.01342
15072,0.74603,15072,0.61194,15072,0.5985,15072,-0.01345
15073,0.74497,15073,0.61201,15073,0.59847,15073,-0.01353
15074,0.74497,15074,0.61201,15074,0.59845,15074,-0.01355
15075,0.74497,15075,0.61201,15075,0.59843,15075,-0.01358
15076,0.74497,15076,0.61201,15076,0.59841,15076,-0.0136
15077,0.73996,15077,0.61201,15077,0.59839,15077,-0.01362
15078,0.73996,15078,0.61201,15078,0.59837,15078,-0.01364
15079,0.7407,15079,0.61201,15079,0.59835,15079,-0.01366
15080,0.7407,15080,0.61201,15080,0.59833,15080,-0.01368
15081,0.7407,15081,0.61201,15081,0.59831,15081,-0.0137
15082,0.73904,15082,0.61201,15082,0.59829,15082,-0.01372
15083,0.73904,15083,0.61201,15083,0.59826,15083,-0.01374
15084,0.73913,15084,0.61202,15084,0.59824,15084,-0.01377
15085,0.73823,15085,0.61202,15085,0.59822,15085,-0.01379
15086,0.73823,15086,0.61202,15086,0.5982,15086,-0.01381
15087,0.73892,15087,0.61202,15087,0.59818,15087,-0.01384
15088,0.73892,15088,0.61202,15088,0.59816,15088,-0.01386
15089,0.74011,15089,0.61202,15089,0.59814,15089,-0.01388
15090,0.74011,15090,0.61202,15090,0.59812,15090,-0.0139
15091,0.74011,15091,0.61202,15091,0.5981,15091,-0.01392
15092,0.74016,15092,0.61202,15092,0.59808,15092,-0.01394
15093,0.74044,15093,0.61197,15093,0.59806,15093,-0.01391
15094,0.74044,15094,0.61197,15094,0.59803,15094,-0.01393
15095,0.74172,15095,0.61197,15095,0.59801,15095,-0.01395
15096,0.74172,15096,0.61197,15096,0.59799,15096,-0.01398
15097,0.74225,15097,0.61197,15097,0.59797,15097,-0.014
15098,0.74197,15098,0.61197,15098,0.59795,15098,-0.01402
15099,0.74197,15099,0.61197,15099,0.59793,15099,-0.01404
15100,0.74197,15100,0.61197,15100,0.59791,15100,-0.01406
15101,0.74197,15101,0.61197,15101,0.59789,15101,-0.01408
15102,0.74245,15102,0.61186,15102,0.59787,15102,-0.014
15103,0.74658,15103,0.61186,15103,0.59785,15103,-0.01402
15104,0.7464,15104,0.61186,15104,0.59783,15104,-0.01404
15105,0.7464,15105,0.61186,15105,0.5978,15105,-0.01406
15106,0.74689,15106,0.61186,15106,0.59778,15106,-0.01408
15107,0.74689,15107,0.61186,15107,0.59776,15107,-0.0141
15108,0.74689,15108,0.61186,15108,0.59774,15108,-0.01412
15109,0.74689,15109,0.61186,15109,0.59772,15109,-0.01414
15110,0.74689,15110,0.61186,15110,0.5977,15110,-0.01416
15111,0.74689,15111,0.61186,15111,0.59768,15111,-0.01419
15112,0.74618,15112,0.61186,15112,0.59766,15112,-0.01421
15113,0.74618,15113,0.61186,15113,0.59764,15113,-0.01423
15114,0.74618,15114,0.61186,15114,0.59762,15114,-0.01425
15115,0.74618,15115,0.61186,15115,0.59759,15115,-0.01427
15116,0.74548,15116,0.6117,15116,0.59757,15116,-0.01413
15117,0.74712,15117,0.6117,15117,0.59755,15117,-0.01415
15118,0.74454,15118,0.6117,15118,0.59753,15118,-0.01417
15119,0.74353,15119,0.6117,15119,0.59751,15119,-0.01419
15120,0.74353,15120,0.6117,15120,0.59749,15120,-0.01421
15121,0.74353,15121,0.6117,15121,0.59747,15121,-0.01423
15122,0.74357,15122,0.6117,15122,0.59745,15122,-0.01425
15123,0.74357,15123,0.6117,15123,0.59743,15123,-0.01428
15124,0.74357,15124,0.6117,15124,0.59741,15124,-0.0143
15125,0.74357,15125,0.6117,15125,0.59739,15125,-0.01432
15126,0.74532,15126,0.61149,15126,0.59736,15126,-0.01412
15127,0.74532,15127,0.61149,15127,0.59734,15127,-0.01414
15128,0.74532,15128,0.61149,15128,0.59732,15128,-0.01417
15129,0.75161,15129,0.61149,15129,0.5973,15129,-0.01419
15130,0.75161,15130,0.61149,15130,0.59728,15130,-0.01421
15131,0.74696,15131,0.61149,15131,0.59726,15131,-0.01423
15132,0.74699,15132,0.61122,15132,0.59724,15132,-0.01398
15133,0.74699,15133,0.61122,15133,0.59722,15133,-0.014
15134,0.74699,15134,0.61122,15134,0.5972,15134,-0.01402
15135,0.74699,15135,0.61122,15135,0.59718,15135,-0.01404
15136,0.74699,15136,0.61122,15136,0.59716,15136,-0.01406
15137,0.74699,15137,0.61122,15137,0.59713,15137,-0.01408
15138,0.75669,15138,0.61122,15138,0.59711,15138,-0.0141
