 - Controller, - Controller, - measured bending Angle, - measured bending Angle, - Bending angle reference, - Bending angle reference, - error, - error
32403,0.83789,32403,0.62216,32403,0.64822,32403,0.02606
32404,0.83517,32404,0.62216,32404,0.64824,32404,0.02608
32405,0.83517,32405,0.62216,32405,0.64826,32405,0.0261
32406,0.83517,32406,0.62216,32406,0.64828,32406,0.02612
32407,0.83517,32407,0.62216,32407,0.6483,32407,0.02614
32408,0.74988,32408,0.62276,32408,0.64832,32408,0.02555
32409,0.74988,32409,0.62276,32409,0.64833,32409,0.02557
32410,0.74988,32410,0.62276,32410,0.64835,32410,0.02559
32411,0.84274,32411,0.62276,32411,0.64837,32411,0.02561
32412,0.84274,32412,0.62276,32412,0.64839,32412,0.02563
32413,0.84274,32413,0.62276,32413,0.64841,32413,0.02565
32414,0.84274,32414,0.62276,32414,0.64843,32414,0.02566
32415,0.84007,32415,0.62276,32415,0.64844,32415,0.02568
32416,0.76114,32416,0.6233,32416,0.64846,32416,0.02516
32417,0.83392,32417,0.6233,32417,0.64848,32417,0.02518
32418,0.83127,32418,0.6233,32418,0.6485,32418,0.0252
32419,0.83128,32419,0.6233,32419,0.64852,32419,0.02522
32420,0.8341,32420,0.6233,32420,0.64854,32420,0.02523
32421,0.83136,32421,0.6233,32421,0.64855,32421,0.02525
32422,0.83136,32422,0.6233,32422,0.64857,32422,0.02527
32423,0.83414,32423,0.6233,32423,0.64859,32423,0.02529
32424,0.83414,32424,0.6233,32424,0.64861,32424,0.02531
32425,0.76143,32425,0.62378,32425,0.64863,32425,0.02484
32426,0.83355,32426,0.62378,32426,0.64865,32426,0.02486
32427,0.83359,32427,0.62378,32427,0.64866,32427,0.02488
32428,0.83363,32428,0.62378,32428,0.64868,32428,0.0249
32429,0.83367,32429,0.62378,32429,0.6487,32429,0.02492
32430,0.83371,32430,0.62378,32430,0.64872,32430,0.02494
32431,0.83378,32431,0.62378,32431,0.64874,32431,0.02495
32432,0.83378,32432,0.62378,32432,0.64876,32432,0.02497
32433,0.83378,32433,0.62378,32433,0.64877,32433,0.02499
32434,0.83104,32434,0.62378,32434,0.64879,32434,0.02501
32435,0.83055,32435,0.6242,32435,0.64881,32435,0.02461
32436,0.83056,32436,0.6242,32436,0.64883,32436,0.02462
32437,0.83334,32437,0.6242,32437,0.64885,32437,0.02464
32438,0.83334,32438,0.6242,32438,0.64887,32438,0.02466
32439,0.83334,32439,0.6242,32439,0.64888,32439,0.02468
32440,0.83338,32440,0.6242,32440,0.6489,32440,0.0247
32441,0.83895,32441,0.6242,32441,0.64892,32441,0.02472
32442,0.83895,32442,0.6242,32442,0.64894,32442,0.02473
32443,0.83895,32443,0.6242,32443,0.64896,32443,0.02475
32444,0.83895,32444,0.6242,32444,0.64897,32444,0.02477
32445,0.8335,32445,0.6242,32445,0.64899,32445,0.02479
32446,0.8335,32446,0.6242,32446,0.64901,32446,0.02481
32447,0.8335,32447,0.6242,32447,0.64903,32447,0.02482
32448,0.78667,32448,0.62457,32448,0.64905,32448,0.02448
32449,0.83864,32449,0.62457,32449,0.64907,32449,0.0245
32450,0.83864,32450,0.62457,32450,0.64908,32450,0.02452
32451,0.8332,32451,0.62457,32451,0.6491,32451,0.02453
32452,0.8332,32452,0.62457,32452,0.64912,32452,0.02455
32453,0.8332,32453,0.62457,32453,0.64914,32453,0.02457
32454,0.836,32454,0.62457,32454,0.64916,32454,0.02459
32455,0.836,32455,0.62457,32455,0.64918,32455,0.02461
32456,0.836,32456,0.62457,32456,0.64919,32456,0.02463
32457,0.79231,32457,0.62488,32457,0.64921,32457,0.02434
32458,0.79231,32458,0.62488,32458,0.64923,32458,0.02435
32459,0.79231,32459,0.62488,32459,0.64925,32459,0.02437
32460,0.83845,32460,0.62488,32460,0.64927,32460,0.02439
32461,0.83845,32461,0.62488,32461,0.64929,32461,0.02441
32462,0.83845,32462,0.62488,32462,0.6493,32462,0.02443
32463,0.83845,32463,0.62488,32463,0.64932,32463,0.02445
32464,0.83854,32464,0.62488,32464,0.64934,32464,0.02446
32465,0.80342,32465,0.62513,32465,0.64936,32465,0.02423
32466,0.83285,32466,0.62513,32466,0.64938,32466,0.02425
32467,0.83288,32467,0.62513,32467,0.64939,32467,0.02427
32468,0.83292,32468,0.62513,32468,0.64941,32468,0.02429
32469,0.83292,32469,0.62513,32469,0.64943,32469,0.0243
32470,0.83571,32470,0.62513,32470,0.64945,32470,0.02432
32471,0.83571,32471,0.62513,32471,0.64947,32471,0.02434
32472,0.83571,32472,0.62513,32472,0.64949,32472,0.02436
32473,0.83571,32473,0.62513,32473,0.6495,32473,0.02438
32474,0.83285,32474,0.62532,32474,0.64952,32474,0.0242
32475,0.83013,32475,0.62532,32475,0.64954,32475,0.02422
32476,0.83289,32476,0.62532,32476,0.64956,32476,0.02424
32477,0.83293,32477,0.62532,32477,0.64958,32477,0.02426
32478,0.83296,32478,0.62532,32478,0.64959,32478,0.02427
32479,0.83296,32479,0.62532,32479,0.64961,32479,0.02429
32480,0.833,32480,0.62532,32480,0.64963,32480,0.02431
32481,0.83579,32481,0.62532,32481,0.64965,32481,0.02433
32482,0.83579,32482,0.62532,32482,0.64967,32482,0.02435
32483,0.83579,32483,0.62532,32483,0.64969,32483,0.02436
32484,0.8331,32484,0.62532,32484,0.6497,32484,0.02438
32485,0.81746,32485,0.62546,32485,0.64972,32485,0.02426
32486,0.81746,32486,0.62546,32486,0.64974,32486,0.02428
32487,0.81746,32487,0.62546,32487,0.64976,32487,0.0243
32488,0.81746,32488,0.62546,32488,0.64978,32488,0.02432
32489,0.83301,32489,0.62546,32489,0.64979,32489,0.02433
32490,0.83855,32490,0.62546,32490,0.64981,32490,0.02435
32491,0.83589,32491,0.62546,32491,0.64983,32491,0.02437
32492,0.83589,32492,0.62546,32492,0.64985,32492,0.02439
32493,0.8332,32493,0.62546,32493,0.64987,32493,0.02441
32494,0.82304,32494,0.62555,32494,0.64989,32494,0.02434
32495,0.82304,32495,0.62555,32495,0.6499,32495,0.02436
32496,0.83317,32496,0.62555,32496,0.64992,32496,0.02438
32497,0.83317,32497,0.62555,32497,0.64994,32497,0.02439
32498,0.83317,32498,0.62555,32498,0.64996,32498,0.02441
32499,0.83595,32499,0.62555,32499,0.64998,32499,0.02443
32500,0.83067,32500,0.62555,32500,0.64999,32500,0.02445
32501,0.83067,32501,0.62555,32501,0.65001,32501,0.02447
32502,0.83068,32502,0.62555,32502,0.65003,32502,0.02448
32503,0.83138,32503,0.62558,32503,0.65005,32503,0.02447
32504,0.83345,32504,0.62558,32504,0.65007,32504,0.02449
32505,0.83348,32505,0.62558,32505,0.65008,32505,0.02451
32506,0.83348,32506,0.62558,32506,0.6501,32506,0.02452
32507,0.83348,32507,0.62558,32507,0.65012,32507,0.02454
32508,0.83352,32508,0.62558,32508,0.65014,32508,0.02456
32509,0.83352,32509,0.62558,32509,0.65016,32509,0.02458
32510,0.83905,32510,0.62558,32510,0.65018,32510,0.0246
32511,0.83905,32511,0.62558,32511,0.65019,32511,0.02462
32512,0.83905,32512,0.62558,32512,0.65021,32512,0.02463
32513,0.83905,32513,0.62558,32513,0.65023,32513,0.02465
32514,0.83639,32514,0.62558,32514,0.65025,32514,0.02467
32515,0.84517,32515,0.62556,32515,0.65027,32515,0.02471
32516,0.83385,32516,0.62556,32516,0.65028,32516,0.02473
32517,0.83389,32517,0.62556,32517,0.6503,32517,0.02475
32518,0.83392,32518,0.62556,32518,0.65032,32518,0.02476
32519,0.83396,32519,0.62556,32519,0.65034,32519,0.02478
32520,0.83399,32520,0.62556,32520,0.65036,32520,0.0248
32521,0.83399,32521,0.62556,32521,0.65037,32521,0.02482
32522,0.83399,32522,0.62556,32522,0.65039,32522,0.02484
32523,0.83403,32523,0.62556,32523,0.65041,32523,0.02485
32524,0.83403,32524,0.62556,32524,0.65043,32524,0.02487
32525,0.85071,32525,0.62548,32525,0.65045,32525,0.02496
32526,0.85071,32526,0.62548,32526,0.65046,32526,0.02498
32527,0.83701,32527,0.62548,32527,0.65048,32527,0.025
32528,0.83701,32528,0.62548,32528,0.6505,32528,0.02502
32529,0.83707,32529,0.62548,32529,0.65052,32529,0.02504
32530,0.83713,32530,0.62548,32530,0.65054,32530,0.02505
32531,0.83445,32531,0.62548,32531,0.65056,32531,0.02507
32532,0.83445,32532,0.62548,32532,0.65057,32532,0.02509
32533,0.83449,32533,0.62548,32533,0.65059,32533,0.02511
32534,0.85626,32534,0.62536,32534,0.65061,32534,0.02525
32535,0.83477,32535,0.62536,32535,0.65063,32535,0.02527
32536,0.83481,32536,0.62536,32536,0.65065,32536,0.02529
32537,0.83214,32537,0.62536,32537,0.65066,32537,0.02531
32538,0.83219,32538,0.62536,32538,0.65068,32538,0.02532
32539,0.83497,32539,0.62536,32539,0.6507,32539,0.02534
32540,0.83501,32540,0.62536,32540,0.65072,32540,0.02536
32541,0.83501,32541,0.62536,32541,0.65074,32541,0.02538
32542,0.83501,32542,0.62536,32542,0.65075,32542,0.0254
32543,0.86454,32543,0.62518,32543,0.65077,32543,0.02559
32544,0.83539,32544,0.62518,32544,0.65079,32544,0.02561
32545,0.83272,32545,0.62518,32545,0.65081,32545,0.02563
32546,0.83547,32546,0.62518,32546,0.65083,32546,0.02564
32547,0.8355,32547,0.62518,32547,0.65084,32547,0.02566
32548,0.8355,32548,0.62518,32548,0.65086,32548,0.02568
32549,0.8355,32549,0.62518,32549,0.65088,32549,0.0257
32550,0.8355,32550,0.62518,32550,0.6509,32550,0.02572
32551,0.8355,32551,0.62518,32551,0.65092,32551,0.02574
32552,0.8355,32552,0.62518,32552,0.65093,32552,0.02575
32553,0.8355,32553,0.62518,32553,0.65095,32553,0.02577
32554,0.83554,32554,0.62518,32554,0.65097,32554,0.02579
32555,0.88635,32555,0.62495,32555,0.65099,32555,0.02603
32556,0.83611,32556,0.62495,32556,0.65101,32556,0.02605
32557,0.83342,32557,0.62495,32557,0.65102,32557,0.02607
32558,0.83888,32558,0.62495,32558,0.65104,32558,0.02609
32559,0.83888,32559,0.62495,32559,0.65106,32559,0.02611
32560,0.83622,32560,0.62495,32560,0.65108,32560,0.02612
32561,0.83622,32561,0.62495,32561,0.6511,32561,0.02614
32562,0.83898,32562,0.62495,32562,0.65111,32562,0.02616
32563,0.88098,32563,0.62468,32563,0.65113,32563,0.02646
32564,0.83683,32564,0.62468,32564,0.65115,32564,0.02647
32565,0.83683,32565,0.62468,32565,0.65117,32565,0.02649
32566,0.83414,32566,0.62468,32566,0.65119,32566,0.02651
32567,0.8396,32567,0.62468,32567,0.6512,32567,0.02653
32568,0.8396,32568,0.62468,32568,0.65122,32568,0.02655
32569,0.83694,32569,0.62468,32569,0.65124,32569,0.02656
32570,0.83694,32570,0.62468,32570,0.65126,32570,0.02658
32571,0.83694,32571,0.62468,32571,0.65128,32571,0.0266
32572,0.83694,32572,0.62468,32572,0.65129,32572,0.02662
32573,0.83694,32573,0.62468,32573,0.65131,32573,0.02663
32574,0.83694,32574,0.62468,32574,0.65133,32574,0.02665
32575,0.83694,32575,0.62468,32575,0.65135,32575,0.02667
32576,0.83694,32576,0.62468,32576,0.65137,32576,0.02669
32577,0.83694,32577,0.62468,32577,0.65138,32577,0.02671
32578,0.8397,32578,0.62468,32578,0.6514,32578,0.02672
32579,0.90822,32579,0.62435,32579,0.65142,32579,0.02707
32580,0.90822,32580,0.62435,32580,0.65144,32580,0.02709
32581,0.90822,32581,0.62435,32581,0.65146,32581,0.0271
32582,0.90822,32582,0.62435,32582,0.65147,32582,0.02712
32583,0.8405,32583,0.62435,32583,0.65149,32583,0.02714
32584,0.89732,32584,0.62398,32584,0.65151,32584,0.02753
32585,0.84118,32585,0.62398,32585,0.65153,32585,0.02755
32586,0.8358,32586,0.62398,32586,0.65155,32586,0.02757
32587,0.8358,32587,0.62398,32587,0.65156,32587,0.02759
32588,0.83853,32588,0.62398,32588,0.65158,32588,0.02761
32589,0.84129,32589,0.62398,32589,0.6516,32589,0.02762
32590,0.83863,32590,0.62398,32590,0.65162,32590,0.02764
32591,0.83863,32591,0.62398,32591,0.65164,32591,0.02766
32592,0.83863,32592,0.62398,32592,0.65165,32592,0.02768
32593,0.83863,32593,0.62398,32593,0.65167,32593,0.02769
32594,0.84139,32594,0.62398,32594,0.65169,32594,0.02771
32595,0.84217,32595,0.62355,32595,0.65171,32595,0.02815
32596,0.8368,32596,0.62355,32596,0.65173,32596,0.02817
32597,0.8368,32597,0.62355,32597,0.65174,32597,0.02819
32598,0.83953,32598,0.62355,32598,0.65176,32598,0.02821
32599,0.83956,32599,0.62355,32599,0.65178,32599,0.02823
32600,0.84232,32600,0.62355,32600,0.6518,32600,0.02824
32601,0.84232,32601,0.62355,32601,0.65181,32601,0.02826
32602,0.84232,32602,0.62355,32602,0.65183,32602,0.02828
32603,0.83966,32603,0.62355,32603,0.65185,32603,0.0283
32604,0.83966,32604,0.62355,32604,0.65187,32604,0.02831
32605,0.84321,32605,0.62308,32605,0.65189,32605,0.0288
32606,0.84321,32606,0.62308,32606,0.6519,32606,0.02882
32607,0.83785,32607,0.62308,32607,0.65192,32607,0.02884
32608,0.84328,32608,0.62308,32608,0.65194,32608,0.02886
32609,0.84063,32609,0.62308,32609,0.65196,32609,0.02887
32610,0.84067,32610,0.62308,32610,0.65198,32610,0.02889
32611,0.84067,32611,0.62308,32611,0.65199,32611,0.02891
32612,0.84067,32612,0.62308,32612,0.65201,32612,0.02893
32613,0.8407,32613,0.62308,32613,0.65203,32613,0.02895
32614,0.8407,32614,0.62308,32614,0.65205,32614,0.02896
32615,0.8407,32615,0.62308,32615,0.65207,32615,0.02898
32616,0.92448,32616,0.62257,32616,0.65208,32616,0.02952
32617,0.84703,32617,0.62257,32617,0.6521,32617,0.02953
32618,0.8417,32618,0.62257,32618,0.65212,32618,0.02955
32619,0.84444,32619,0.62257,32619,0.65214,32619,0.02957
32620,0.84444,32620,0.62257,32620,0.65215,32620,0.02959
32621,0.84444,32621,0.62257,32621,0.65217,32621,0.02961
32622,0.83909,32622,0.62257,32622,0.65219,32622,0.02962
32623,0.83909,32623,0.62257,32623,0.65221,32623,0.02964
32624,0.93255,32624,0.622,32624,0.65223,32624,0.03022
32625,0.93255,32625,0.622,32625,0.65224,32625,0.03024
32626,0.84545,32626,0.622,32626,0.65226,32626,0.03026
32627,0.84551,32627,0.622,32627,0.65228,32627,0.03028
32628,0.84551,32628,0.622,32628,0.6523,32628,0.03029
32629,0.84287,32629,0.622,32629,0.65232,32629,0.03031
32630,0.84287,32630,0.622,32630,0.65233,32630,0.03033
32631,0.84287,32631,0.622,32631,0.65235,32631,0.03035
32632,0.84561,32632,0.622,32632,0.65237,32632,0.03037
32633,0.94063,32633,0.62139,32633,0.65239,32633,0.03099
32634,0.84397,32634,0.62139,32634,0.6524,32634,0.03101
32635,0.84401,32635,0.62139,32635,0.65242,32635,0.03103
32636,0.84405,32636,0.62139,32636,0.65244,32636,0.03105
32637,0.84408,32637,0.62139,32637,0.65246,32637,0.03106
32638,0.84408,32638,0.62139,32638,0.65248,32638,0.03108
32639,0.84408,32639,0.62139,32639,0.65249,32639,0.0311
32640,0.84408,32640,0.62139,32640,0.65251,32640,0.03112
32641,0.84408,32641,0.62139,32641,0.65253,32641,0.03113
32642,0.84408,32642,0.62139,32642,0.65255,32642,0.03115
32643,0.84412,32643,0.62139,32643,0.65257,32643,0.03117
32644,0.84412,32644,0.62139,32644,0.65258,32644,0.03119
32645,0.84412,32645,0.62139,32645,0.6526,32645,0.03121
32646,0.95675,32646,0.62074,32646,0.65262,32646,0.03188
32647,0.85071,32647,0.62074,32647,0.65264,32647,0.0319
32648,0.84282,32648,0.62074,32648,0.65265,32648,0.03191
32649,0.84297,32649,0.62074,32649,0.65267,32649,0.03193
32650,0.84297,32650,0.62074,32650,0.65269,32650,0.03195
32651,0.95423,32651,0.62004,32651,0.65271,32651,0.03267
32652,0.84425,32652,0.62004,32652,0.65273,32652,0.03268
32653,0.84442,32653,0.62004,32653,0.65274,32653,0.0327
32654,0.8446,32654,0.62004,32654,0.65276,32654,0.03272
32655,0.84475,32655,0.62004,32655,0.65278,32655,0.03274
32656,0.84491,32656,0.62004,32656,0.6528,32656,0.03275
32657,0.84506,32657,0.62004,32657,0.65281,32657,0.03277
32658,0.84506,32658,0.62004,32658,0.65283,32658,0.03279
32659,0.84507,32659,0.62004,32659,0.65285,32659,0.03281
32660,0.84507,32660,0.62004,32660,0.65287,32660,0.03283
32661,0.84507,32661,0.62004,32661,0.65289,32661,0.03284
32662,0.85047,32662,0.62004,32662,0.6529,32662,0.03286
32663,0.96574,32663,0.6193,32663,0.65292,32663,0.03362
32664,0.84904,32664,0.6193,32664,0.65294,32664,0.03364
32665,0.84908,32665,0.6193,32665,0.65296,32665,0.03366
32666,0.84908,32666,0.6193,32666,0.65297,32666,0.03368
32667,0.84912,32667,0.6193,32667,0.65299,32667,0.03369
32668,0.84912,32668,0.6193,32668,0.65301,32668,0.03371
32669,0.85185,32669,0.6193,32669,0.65303,32669,0.03373
32670,0.85185,32670,0.6193,32670,0.65305,32670,0.03375
32671,0.85185,32671,0.6193,32671,0.65306,32671,0.03376
32672,0.85191,32672,0.6193,32672,0.65308,32672,0.03378
32673,0.85191,32673,0.6193,32673,0.6531,32673,0.0338
32674,0.85191,32674,0.6193,32674,0.65312,32674,0.03382
32675,0.97376,32675,0.61851,32675,0.65313,32675,0.03462
32676,0.97376,32676,0.61851,32676,0.65315,32676,0.03464
32677,0.97376,32677,0.61851,32677,0.65317,32677,0.03466
32678,0.85324,32678,0.61851,32678,0.65319,32678,0.03467
32679,0.856,32679,0.61851,32679,0.65321,32679,0.03469
32680,0.856,32680,0.61851,32680,0.65322,32680,0.03471
32681,0.856,32681,0.61851,32681,0.65324,32681,0.03473
32682,0.8534,32682,0.61851,32682,0.65326,32682,0.03475
32683,0.8534,32683,0.61851,32683,0.65328,32683,0.03476
32684,0.8534,32684,0.61851,32684,0.65329,32684,0.03478
32685,0.98175,32685,0.61768,32685,0.65331,32685,0.03563
32686,0.85748,32686,0.61768,32686,0.65333,32686,0.03565
32687,0.85748,32687,0.61768,32687,0.65335,32687,0.03566
32688,0.8522,32688,0.61768,32688,0.65336,32688,0.03568
32689,0.8522,32689,0.61768,32689,0.65338,32689,0.0357
32690,0.8522,32690,0.61768,32690,0.6534,32690,0.03572
32691,0.85492,32691,0.61768,32691,0.65342,32691,0.03573
32692,0.85767,32692,0.61768,32692,0.65344,32692,0.03575
32693,0.98443,32693,0.61681,32693,0.65345,32693,0.03664
32694,0.85374,32694,0.61681,32694,0.65347,32694,0.03666
32695,0.85378,32695,0.61681,32695,0.65349,32695,0.03668
32696,0.85382,32696,0.61681,32696,0.65351,32696,0.03669
32697,0.85386,32697,0.61681,32697,0.65352,32697,0.03671
32698,0.85386,32698,0.61681,32698,0.65354,32698,0.03673
32699,0.8539,32699,0.61681,32699,0.65356,32699,0.03675
32700,0.8539,32700,0.61681,32700,0.65358,32700,0.03676
32701,0.8539,32701,0.61681,32701,0.65359,32701,0.03678
32702,0.85662,32702,0.61681,32702,0.65361,32702,0.0368
32703,0.85662,32703,0.61681,32703,0.65363,32703,0.03682
32704,0.85662,32704,0.61681,32704,0.65365,32704,0.03684
32705,0.99774,32705,0.6159,32705,0.65367,32705,0.03777
32706,0.85814,32706,0.6159,32706,0.65368,32706,0.03778
32707,0.85821,32707,0.6159,32707,0.6537,32707,0.0378
32708,0.8556,32708,0.6159,32708,0.65372,32708,0.03782
32709,0.85564,32709,0.6159,32709,0.65374,32709,0.03784
32710,0.85564,32710,0.6159,32710,0.65375,32710,0.03785
32711,0.85567,32711,0.6159,32711,0.65377,32711,0.03787
32712,0.99651,32712,0.61499,32712,0.65379,32712,0.0388
32713,0.85715,32713,0.61499,32713,0.65381,32713,0.03882
32714,0.85719,32714,0.61499,32714,0.65382,32714,0.03884
32715,0.85723,32715,0.61499,32715,0.65384,32715,0.03885
32716,0.85723,32716,0.61499,32716,0.65386,32716,0.03887
32717,0.85727,32717,0.61499,32717,0.65388,32717,0.03889
32718,0.85998,32718,0.61499,32718,0.65389,32718,0.03891
32719,0.85998,32719,0.61499,32719,0.65391,32719,0.03892
32720,0.85998,32720,0.61499,32720,0.65393,32720,0.03894
32721,0.85998,32721,0.61499,32721,0.65395,32721,0.03896
32722,0.85998,32722,0.61499,32722,0.65397,32722,0.03898
32723,0.85737,32723,0.61499,32723,0.65398,32723,0.039
32724,0.85737,32724,0.61499,32724,0.654,32724,0.03901
32725,0.85737,32725,0.61499,32725,0.65402,32725,0.03903
32726,1.00598,32726,0.61408,32726,0.65404,32726,0.03996
32727,1.00598,32727,0.61408,32727,0.65405,32727,0.03998
32728,1.00598,32728,0.61408,32728,0.65407,32728,0.03999
32729,1.00598,32729,0.61408,32729,0.65409,32729,0.04001
32730,1.00598,32730,0.61408,32730,0.65411,32730,0.04003
32731,0.86426,32731,0.61408,32731,0.65412,32731,0.04005
32732,0.86426,32732,0.61408,32732,0.65414,32732,0.04006
32733,1.00732,32733,0.61317,32733,0.65416,32733,0.04099
32734,0.86319,32734,0.61317,32734,0.65418,32734,0.04101
32735,0.86059,32735,0.61317,32735,0.65419,32735,0.04103
32736,0.86063,32736,0.61317,32736,0.65421,32736,0.04104
32737,0.86071,32737,0.61317,32737,0.65423,32737,0.04106
32738,0.86076,32738,0.61317,32738,0.65425,32738,0.04108
32739,0.86076,32739,0.61317,32739,0.65426,32739,0.0411
32740,0.86076,32740,0.61317,32740,0.65428,32740,0.04111
32741,1.00087,32741,0.61226,32741,0.6543,32741,0.04204
32742,0.86229,32742,0.61226,32742,0.65432,32742,0.04206
32743,0.85966,32743,0.61226,32743,0.65434,32743,0.04207
32744,0.86234,32744,0.61226,32744,0.65435,32744,0.04209
32745,0.86238,32745,0.61226,32745,0.65437,32745,0.04211
32746,0.86242,32746,0.61226,32746,0.65439,32746,0.04213
32747,0.85988,32747,0.61226,32747,0.65441,32747,0.04214
32748,0.8599,32748,0.61226,32748,0.65442,32748,0.04216
32749,0.8599,32749,0.61226,32749,0.65444,32749,0.04218
32750,0.86257,32750,0.61226,32750,0.65446,32750,0.0422
32751,0.86257,32751,0.61226,32751,0.65448,32751,0.04221
32752,1.00243,32752,0.61136,32752,0.65449,32752,0.04314
32753,0.8667,32753,0.61136,32753,0.65451,32753,0.04315
32754,0.86411,32754,0.61136,32754,0.65453,32754,0.04317
32755,0.86415,32755,0.61136,32755,0.65455,32755,0.04319
32756,0.86419,32756,0.61136,32756,0.65456,32756,0.04321
32757,0.86423,32757,0.61136,32757,0.65458,32757,0.04322
32758,0.86427,32758,0.61136,32758,0.6546,32758,0.04324
32759,0.86427,32759,0.61136,32759,0.65462,32759,0.04326
32760,0.86431,32760,0.61136,32760,0.65463,32760,0.04328
32761,0.86431,32761,0.61136,32761,0.65465,32761,0.04329
32762,1.00393,32762,0.61045,32762,0.65467,32762,0.04422
32763,1.00393,32763,0.61045,32763,0.65469,32763,0.04423
32764,1.00393,32764,0.61045,32764,0.6547,32764,0.04425
32765,0.86843,32765,0.61045,32765,0.65472,32765,0.04427
32766,0.87116,32766,0.61045,32766,0.65474,32766,0.04429
32767,0.87116,32767,0.61045,32767,0.65476,32767,0.0443
32768,0.86594,32768,0.61045,32768,0.65477,32768,0.04432
32769,0.86594,32769,0.61045,32769,0.65479,32769,0.04434
32770,0.86594,32770,0.61045,32770,0.65481,32770,0.04436
32771,1.00804,32771,0.60955,32771,0.65483,32771,0.04528
32772,1.00804,32772,0.60955,32772,0.65484,32772,0.04529
32773,0.86484,32773,0.60955,32773,0.65486,32773,0.04531
32774,0.86484,32774,0.60955,32774,0.65488,32774,0.04533
32775,0.87016,32775,0.60955,32775,0.6549,32775,0.04535
32776,0.87023,32776,0.60955,32776,0.65491,32776,0.04536
32777,0.86764,32777,0.60955,32777,0.65493,32777,0.04538
32778,0.86764,32778,0.60955,32778,0.65495,32778,0.0454
32779,0.86764,32779,0.60955,32779,0.65497,32779,0.04542
32780,0.86764,32780,0.60955,32780,0.65498,32780,0.04543
32781,0.86764,32781,0.60955,32781,0.655,32781,0.04545
32782,0.86769,32782,0.60955,32782,0.65502,32782,0.04547
32783,0.86769,32783,0.60955,32783,0.65504,32783,0.04549
32784,1.01478,32784,0.60865,32784,0.65505,32784,0.0464
32785,0.8667,32785,0.60865,32785,0.65507,32785,0.04642
32786,0.86672,32786,0.60865,32786,0.65509,32786,0.04644
32787,0.86673,32787,0.60865,32787,0.65511,32787,0.04646
32788,0.87205,32788,0.60865,32788,0.65512,32788,0.04647
32789,0.87205,32789,0.60865,32789,0.65514,32789,0.04649
32790,0.87205,32790,0.60865,32790,0.65516,32790,0.04651
32791,0.87205,32791,0.60865,32791,0.65518,32791,0.04653
32792,0.86947,32792,0.60865,32792,0.65519,32792,0.04654
32793,0.86947,32793,0.60865,32793,0.65521,32793,0.04656
32794,1.01367,32794,0.60775,32794,0.65523,32794,0.04748
32795,0.87362,32795,0.60775,32795,0.65525,32795,0.0475
32796,0.87105,32796,0.60775,32796,0.65526,32796,0.04751
32797,0.87109,32797,0.60775,32797,0.65528,32797,0.04753
32798,0.87117,32798,0.60775,32798,0.6553,32798,0.04755
32799,0.87117,32799,0.60775,32799,0.65532,32799,0.04756
32800,0.87117,32800,0.60775,32800,0.65533,32800,0.04758
32801,0.86857,32801,0.60775,32801,0.65535,32801,0.0476
32802,0.86857,32802,0.60775,32802,0.65537,32802,0.04762
32803,0.86857,32803,0.60775,32803,0.65539,32803,0.04763
32804,1.00454,32804,0.60691,32804,0.6554,32804,0.0485
32805,1.00454,32805,0.60691,32805,0.65542,32805,0.04851
32806,0.87788,32806,0.60691,32806,0.65544,32806,0.04853
32807,0.87788,32807,0.60691,32807,0.65546,32807,0.04855
32808,0.87533,32808,0.60691,32808,0.65547,32808,0.04857
32809,0.87533,32809,0.60691,32809,0.65549,32809,0.04858
32810,0.87533,32810,0.60691,32810,0.65551,32810,0.0486
32811,0.99803,32811,0.60611,32811,0.65553,32811,0.04941
32812,0.87147,32812,0.60611,32812,0.65554,32812,0.04943
32813,0.87413,32813,0.60611,32813,0.65556,32813,0.04945
32814,0.87421,32814,0.60611,32814,0.65558,32814,0.04946
32815,0.87162,32815,0.60611,32815,0.65559,32815,0.04948
32816,0.87162,32816,0.60611,32816,0.65561,32816,0.0495
32817,0.87427,32817,0.60611,32817,0.65563,32817,0.04952
32818,0.87432,32818,0.60611,32818,0.65565,32818,0.04953
32819,0.87432,32819,0.60611,32819,0.65566,32819,0.04955
32820,0.87432,32820,0.60611,32820,0.65568,32820,0.04957
32821,0.87432,32821,0.60611,32821,0.6557,32821,0.04958
32822,0.877,32822,0.60611,32822,0.65572,32822,0.0496
32823,0.99426,32823,0.60538,32823,0.65573,32823,0.05036
32824,0.99426,32824,0.60538,32824,0.65575,32824,0.05038
32825,0.87566,32825,0.60538,32825,0.65577,32825,0.05039
32826,0.87833,32826,0.60538,32826,0.65579,32826,0.05041
32827,0.87577,32827,0.60538,32827,0.6558,32827,0.05043
32828,0.87581,32828,0.60538,32828,0.65582,32828,0.05045
32829,0.87581,32829,0.60538,32829,0.65584,32829,0.05046
32830,0.87581,32830,0.60538,32830,0.65586,32830,0.05048
32831,0.87581,32831,0.60538,32831,0.65587,32831,0.0505
32832,0.87585,32832,0.60538,32832,0.65589,32832,0.05051
32833,0.98519,32833,0.60469,32833,0.65591,32833,0.05122
32834,0.98519,32834,0.60469,32834,0.65593,32834,0.05124
32835,0.87965,32835,0.60469,32835,0.65594,32835,0.05125
32836,0.87459,32836,0.60469,32836,0.65596,32836,0.05127
32837,0.87461,32837,0.60469,32837,0.65598,32837,0.05129
32838,0.87726,32838,0.60469,32838,0.65599,32838,0.05131
