 - Controller, - Controller, - measured bending Angle, - measured bending Angle, - Bending angle reference, - Bending angle reference, - error, - error
16761,0.68217,16761,0.53808,16761,0.56395,16761,0.02587
16762,0.68217,16762,0.53808,16762,0.56393,16762,0.02585
16763,0.70986,16763,0.53808,16763,0.56391,16763,0.02583
16764,0.70986,16764,0.53808,16764,0.56389,16764,0.02581
16765,0.70986,16765,0.53808,16765,0.56387,16765,0.02579
16766,0.70986,16766,0.53808,16766,0.56385,16766,0.02577
16767,0.70986,16767,0.53808,16767,0.56383,16767,0.02575
16768,0.6942,16768,0.53814,16768,0.56381,16768,0.02567
16769,0.7037,16769,0.53814,16769,0.5638,16769,0.02565
16770,0.71247,16770,0.53814,16770,0.56378,16770,0.02563
16771,0.71247,16771,0.53814,16771,0.56376,16771,0.02561
16772,0.70949,16772,0.53814,16772,0.56374,16772,0.02559
16773,0.70614,16773,0.53817,16773,0.56372,16773,0.02555
16774,0.71231,16774,0.53817,16774,0.5637,16774,0.02553
16775,0.71231,16775,0.53817,16775,0.56368,16775,0.02551
16776,0.71229,16776,0.53817,16776,0.56366,16776,0.02549
16777,0.70932,16777,0.53817,16777,0.56364,16777,0.02547
16778,0.71223,16778,0.53817,16778,0.56362,16778,0.02545
16779,0.71221,16779,0.53817,16779,0.5636,16779,0.02543
16780,0.71218,16780,0.53817,16780,0.56358,16780,0.02542
16781,0.71218,16781,0.53817,16781,0.56356,16781,0.0254
16782,0.71218,16782,0.53817,16782,0.56354,16782,0.02538
16783,0.71216,16783,0.53817,16783,0.56352,16783,0.02536
16784,0.71216,16784,0.53817,16784,0.5635,16784,0.02534
16785,0.70926,16785,0.53815,16785,0.56348,16785,0.02534
16786,0.70914,16786,0.53815,16786,0.56346,16786,0.02532
16787,0.71205,16787,0.53815,16787,0.56344,16787,0.0253
16788,0.71205,16788,0.53815,16788,0.56342,16788,0.02528
16789,0.71203,16789,0.53815,16789,0.56341,16789,0.02526
16790,0.70905,16790,0.53815,16790,0.56339,16790,0.02524
16791,0.70905,16791,0.53815,16791,0.56337,16791,0.02522
16792,0.70905,16792,0.53815,16792,0.56335,16792,0.0252
16793,0.71196,16793,0.53815,16793,0.56333,16793,0.02518
16794,0.71196,16794,0.53815,16794,0.56331,16794,0.02516
16795,0.7153,16795,0.53808,16795,0.56329,16795,0.0252
16796,0.7153,16796,0.53808,16796,0.56327,16796,0.02518
16797,0.709,16797,0.53808,16797,0.56325,16797,0.02516
16798,0.70895,16798,0.53808,16798,0.56323,16798,0.02515
16799,0.71185,16799,0.53808,16799,0.56321,16799,0.02513
16800,0.71183,16800,0.53808,16800,0.56319,16800,0.02511
16801,0.71183,16801,0.53808,16801,0.56317,16801,0.02509
16802,0.72722,16802,0.53798,16802,0.56315,16802,0.02517
16803,0.72722,16803,0.53798,16803,0.56313,16803,0.02515
16804,0.71193,16804,0.53798,16804,0.56311,16804,0.02513
16805,0.71193,16805,0.53798,16805,0.56309,16805,0.02511
16806,0.70896,16806,0.53798,16806,0.56307,16806,0.02509
16807,0.70896,16807,0.53798,16807,0.56305,16807,0.02507
16808,0.70886,16808,0.53798,16808,0.56304,16808,0.02505
16809,0.70886,16809,0.53798,16809,0.56302,16809,0.02503
16810,0.71471,16810,0.53798,16810,0.563,16810,0.02501
16811,0.71471,16811,0.53798,16811,0.56298,16811,0.02499
16812,0.72739,16812,0.53784,16812,0.56296,16812,0.02512
16813,0.7119,16813,0.53784,16813,0.56294,16813,0.0251
16814,0.71188,16814,0.53784,16814,0.56292,16814,0.02508
16815,0.71186,16815,0.53784,16815,0.5629,16815,0.02506
16816,0.71184,16816,0.53784,16816,0.56288,16816,0.02504
16817,0.71182,16817,0.53784,16817,0.56286,16817,0.02502
16818,0.71182,16818,0.53784,16818,0.56284,16818,0.025
16819,0.7118,16819,0.53784,16819,0.56282,16819,0.02498
16820,0.7118,16820,0.53784,16820,0.5628,16820,0.02496
16821,0.7118,16821,0.53784,16821,0.56278,16821,0.02494
16822,0.70883,16822,0.53784,16822,0.56276,16822,0.02492
16823,0.70883,16823,0.53784,16823,0.56274,16823,0.0249
16824,0.73337,16824,0.53766,16824,0.56272,16824,0.02507
16825,0.73337,16825,0.53766,16825,0.5627,16825,0.02505
16826,0.70898,16826,0.53766,16826,0.56269,16826,0.02503
16827,0.70893,16827,0.53766,16827,0.56267,16827,0.02501
16828,0.71183,16828,0.53766,16828,0.56265,16828,0.02499
16829,0.71181,16829,0.53766,16829,0.56263,16829,0.02497
16830,0.71181,16830,0.53766,16830,0.56261,16830,0.02495
16831,0.71179,16831,0.53766,16831,0.56259,16831,0.02493
16832,0.7423,16832,0.53744,16832,0.56257,16832,0.02513
16833,0.7423,16833,0.53744,16833,0.56255,16833,0.02511
16834,0.71205,16834,0.53744,16834,0.56253,16834,0.02509
16835,0.71205,16835,0.53744,16835,0.56251,16835,0.02507
16836,0.71205,16836,0.53744,16836,0.56249,16836,0.02505
16837,0.70909,16837,0.53744,16837,0.56247,16837,0.02503
16838,0.7061,16838,0.53744,16838,0.56245,16838,0.02501
16839,0.7061,16839,0.53744,16839,0.56243,16839,0.02499
16840,0.7061,16840,0.53744,16840,0.56241,16840,0.02498
16841,0.7119,16841,0.53744,16841,0.56239,16841,0.02496
16842,0.74534,16842,0.53718,16842,0.56237,16842,0.0252
16843,0.71219,16843,0.53718,16843,0.56235,16843,0.02518
16844,0.71217,16844,0.53718,16844,0.56234,16844,0.02516
16845,0.71215,16845,0.53718,16845,0.56232,16845,0.02514
16846,0.71215,16846,0.53718,16846,0.5623,16846,0.02512
16847,0.71213,16847,0.53718,16847,0.56228,16847,0.0251
16848,0.70918,16848,0.53718,16848,0.56226,16848,0.02508
16849,0.71207,16849,0.53718,16849,0.56224,16849,0.02506
16850,0.71207,16850,0.53718,16850,0.56222,16850,0.02504
16851,0.71538,16851,0.53688,16851,0.5622,16851,0.02532
16852,0.71538,16852,0.53688,16852,0.56218,16852,0.0253
16853,0.71539,16853,0.53688,16853,0.56216,16853,0.02528
16854,0.71539,16854,0.53688,16854,0.56214,16854,0.02526
16855,0.70952,16855,0.53688,16855,0.56212,16855,0.02524
16856,0.70952,16856,0.53688,16856,0.5621,16856,0.02522
16857,0.70952,16857,0.53688,16857,0.56208,16857,0.0252
16858,0.71241,16858,0.53688,16858,0.56206,16858,0.02518
16859,0.70652,16859,0.53688,16859,0.56204,16859,0.02516
16860,0.70652,16860,0.53688,16860,0.56203,16860,0.02514
16861,0.70938,16861,0.53688,16861,0.56201,16861,0.02513
16862,0.76018,16862,0.53654,16862,0.56199,16862,0.02544
16863,0.76018,16863,0.53654,16863,0.56197,16863,0.02542
16864,0.76018,16864,0.53654,16864,0.56195,16864,0.0254
16865,0.71272,16865,0.53654,16865,0.56193,16865,0.02538
16866,0.71272,16866,0.53654,16866,0.56191,16866,0.02536
16867,0.70976,16867,0.53654,16867,0.56189,16867,0.02535
16868,0.70972,16868,0.53654,16868,0.56187,16868,0.02533
16869,0.70972,16869,0.53654,16869,0.56185,16869,0.02531
16870,0.70972,16870,0.53654,16870,0.56183,16870,0.02529
16871,0.70967,16871,0.53654,16871,0.56181,16871,0.02527
16872,0.70967,16872,0.53654,16872,0.56179,16872,0.02525
16873,0.76319,16873,0.53617,16873,0.56177,16873,0.0256
16874,0.7101,16874,0.53617,16874,0.56175,16874,0.02558
16875,0.7101,16875,0.53617,16875,0.56173,16875,0.02556
16876,0.71299,16876,0.53617,16876,0.56172,16876,0.02554
16877,0.71297,16877,0.53617,16877,0.5617,16877,0.02552
16878,0.71293,16878,0.53617,16878,0.56168,16878,0.02551
16879,0.71293,16879,0.53617,16879,0.56166,16879,0.02549
16880,0.71293,16880,0.53617,16880,0.56164,16880,0.02547
16881,0.71293,16881,0.53617,16881,0.56162,16881,0.02545
16882,0.71291,16882,0.53617,16882,0.5616,16882,0.02543
16883,0.76618,16883,0.53576,16883,0.56158,16883,0.02582
16884,0.7134,16884,0.53576,16884,0.56156,16884,0.0258
16885,0.71338,16885,0.53576,16885,0.56154,16885,0.02578
16886,0.71338,16886,0.53576,16886,0.56152,16886,0.02576
16887,0.71336,16887,0.53576,16887,0.5615,16887,0.02574
16888,0.71041,16888,0.53576,16888,0.56148,16888,0.02572
16889,0.71041,16889,0.53576,16889,0.56146,16889,0.0257
16890,0.71041,16890,0.53576,16890,0.56144,16890,0.02568
16891,0.71329,16891,0.53576,16891,0.56143,16891,0.02566
16892,0.77501,16892,0.53532,16892,0.56141,16892,0.02609
16893,0.71386,16893,0.53532,16893,0.56139,16893,0.02607
16894,0.71384,16894,0.53532,16894,0.56137,16894,0.02605
16895,0.71384,16895,0.53532,16895,0.56135,16895,0.02603
16896,0.71382,16896,0.53532,16896,0.56133,16896,0.02601
16897,0.71088,16897,0.53532,16897,0.56131,16897,0.02599
16898,0.71088,16898,0.53532,16898,0.56129,16898,0.02597
16899,0.71375,16899,0.53532,16899,0.56127,16899,0.02596
16900,0.71375,16900,0.53532,16900,0.56125,16900,0.02594
16901,0.71081,16901,0.53532,16901,0.56123,16901,0.02592
16902,0.71081,16902,0.53532,16902,0.56121,16902,0.0259
16903,0.7838,16903,0.53483,16903,0.56119,16903,0.02636
16904,0.71144,16904,0.53483,16904,0.56117,16904,0.02634
16905,0.71144,16905,0.53483,16905,0.56116,16905,0.02632
16906,0.71144,16906,0.53483,16906,0.56114,16906,0.0263
16907,0.71144,16907,0.53483,16907,0.56112,16907,0.02628
16908,0.71431,16908,0.53483,16908,0.5611,16908,0.02626
16909,0.70552,16909,0.53483,16909,0.56108,16909,0.02624
16910,0.70552,16910,0.53483,16910,0.56106,16910,0.02623
16911,0.70552,16911,0.53483,16911,0.56104,16911,0.02621
16912,0.71419,16912,0.53483,16912,0.56102,16912,0.02619
16913,0.78674,16913,0.53432,16913,0.561,16913,0.02668
16914,0.71487,16914,0.53432,16914,0.56098,16914,0.02667
16915,0.71485,16915,0.53432,16915,0.56096,16915,0.02665
16916,0.71483,16916,0.53432,16916,0.56094,16916,0.02663
16917,0.71481,16917,0.53432,16917,0.56092,16917,0.02661
16918,0.71477,16918,0.53432,16918,0.5609,16918,0.02659
16919,0.71477,16919,0.53432,16919,0.56089,16919,0.02657
16920,0.71477,16920,0.53432,16920,0.56087,16920,0.02655
16921,0.71767,16921,0.53432,16921,0.56085,16921,0.02653
16922,0.71767,16922,0.53432,16922,0.56083,16922,0.02651
16923,0.79265,16923,0.53376,16923,0.56081,16923,0.02704
16924,0.71551,16924,0.53376,16924,0.56079,16924,0.02703
16925,0.71257,16925,0.53376,16925,0.56077,16925,0.02701
16926,0.71257,16926,0.53376,16926,0.56075,16926,0.02699
16927,0.71545,16927,0.53376,16927,0.56073,16927,0.02697
16928,0.71251,16928,0.53376,16928,0.56071,16928,0.02695
16929,0.71538,16929,0.53376,16929,0.56069,16929,0.02693
16930,0.71538,16930,0.53376,16930,0.56067,16930,0.02691
16931,0.71538,16931,0.53376,16931,0.56065,16931,0.02689
16932,0.71536,16932,0.53376,16932,0.56063,16932,0.02687
16933,0.79436,16933,0.5332,16933,0.56062,16933,0.02741
16934,0.7161,16934,0.5332,16934,0.5606,16934,0.02739
16935,0.71609,16935,0.5332,16935,0.56058,16935,0.02737
16936,0.71607,16936,0.5332,16936,0.56056,16936,0.02735
16937,0.71605,16937,0.5332,16937,0.56054,16937,0.02734
16938,0.71605,16938,0.5332,16938,0.56052,16938,0.02732
16939,0.71603,16939,0.5332,16939,0.5605,16939,0.0273
16940,0.71603,16940,0.5332,16940,0.56048,16940,0.02728
16941,0.71603,16941,0.5332,16941,0.56046,16941,0.02726
16942,0.71603,16942,0.5332,16942,0.56044,16942,0.02724
16943,0.71309,16943,0.5332,16943,0.56042,16943,0.02722
16944,0.79318,16944,0.53264,16944,0.5604,16944,0.02777
16945,0.71671,16945,0.53264,16945,0.56038,16945,0.02775
16946,0.71671,16946,0.53264,16946,0.56037,16946,0.02773
16947,0.71669,16947,0.53264,16947,0.56035,16947,0.02771
16948,0.71376,16948,0.53264,16948,0.56033,16948,0.02769
16949,0.71376,16949,0.53264,16949,0.56031,16949,0.02767
16950,0.71376,16950,0.53264,16950,0.56029,16950,0.02765
16951,0.71376,16951,0.53264,16951,0.56027,16951,0.02763
16952,0.71662,16952,0.53264,16952,0.56025,16952,0.02761
16953,0.79784,16953,0.53206,16953,0.56023,16953,0.02817
16954,0.71448,16954,0.53206,16954,0.56021,16954,0.02815
16955,0.71734,16955,0.53206,16955,0.56019,16955,0.02813
16956,0.71732,16956,0.53206,16956,0.56017,16956,0.02811
16957,0.71732,16957,0.53206,16957,0.56015,16957,0.02809
16958,0.71731,16958,0.53206,16958,0.56013,16958,0.02807
16959,0.71729,16959,0.53206,16959,0.56012,16959,0.02805
16960,0.71729,16960,0.53206,16960,0.5601,16960,0.02804
16961,0.71729,16961,0.53206,16961,0.56008,16961,0.02802
16962,0.79954,16962,0.53148,16962,0.56006,16962,0.02858
16963,0.72093,16963,0.53148,16963,0.56004,16963,0.02856
16964,0.71803,16964,0.53148,16964,0.56002,16964,0.02854
16965,0.71801,16965,0.53148,16965,0.56,16965,0.02852
16966,0.71797,16966,0.53148,16966,0.55998,16966,0.0285
16967,0.72086,16967,0.53148,16967,0.55996,16967,0.02848
16968,0.71796,16968,0.53148,16968,0.55994,16968,0.02846
16969,0.71795,16969,0.53148,16969,0.55992,16969,0.02844
16970,0.71795,16970,0.53148,16970,0.5599,16970,0.02842
16971,0.71795,16971,0.53148,16971,0.55989,16971,0.02841
16972,0.71793,16972,0.53148,16972,0.55987,16972,0.02839
16973,0.8013,16973,0.53089,16973,0.55985,16973,0.02896
16974,0.71872,16974,0.53089,16974,0.55983,16974,0.02894
16975,0.71872,16975,0.53089,16975,0.55981,16975,0.02892
16976,0.7187,16976,0.53089,16976,0.55979,16976,0.0289
16977,0.7187,16977,0.53089,16977,0.55977,16977,0.02888
16978,0.71577,16978,0.53089,16978,0.55975,16978,0.02886
16979,0.71577,16979,0.53089,16979,0.55973,16979,0.02884
16980,0.71577,16980,0.53089,16980,0.55971,16980,0.02882
16981,0.71573,16981,0.53089,16981,0.55969,16981,0.0288
16982,0.71573,16982,0.53089,16982,0.55967,16982,0.02878
16983,0.71573,16983,0.53089,16983,0.55966,16983,0.02876
16984,0.80303,16984,0.53029,16984,0.55964,16984,0.02934
16985,0.80303,16985,0.53029,16985,0.55962,16985,0.02932
16986,0.80303,16986,0.53029,16986,0.5596,16986,0.0293
16987,0.7136,16987,0.53029,16987,0.55958,16987,0.02928
16988,0.7136,16988,0.53029,16988,0.55956,16988,0.02926
16989,0.71352,16989,0.53029,16989,0.55954,16989,0.02925
16990,0.71352,16990,0.53029,16990,0.55952,16990,0.02923
16991,0.71635,16991,0.53029,16991,0.5595,16991,0.02921
16992,0.8076,16992,0.52969,16992,0.55948,16992,0.02979
16993,0.72006,16993,0.52969,16993,0.55946,16993,0.02977
16994,0.72005,16994,0.52969,16994,0.55944,16994,0.02975
16995,0.72005,16995,0.52969,16995,0.55943,16995,0.02973
16996,0.72003,16996,0.52969,16996,0.55941,16996,0.02971
16997,0.72003,16997,0.52969,16997,0.55939,16997,0.02969
16998,0.71711,16998,0.52969,16998,0.55937,16998,0.02968
16999,0.71711,16999,0.52969,16999,0.55935,16999,0.02966
17000,0.71711,17000,0.52969,17000,0.55933,17000,0.02964
17001,0.71711,17001,0.52969,17001,0.55931,17001,0.02962
17002,0.71706,17002,0.52969,17002,0.55929,17002,0.0296
17003,0.80355,17003,0.52908,17003,0.55927,17003,0.03019
17004,0.72073,17004,0.52908,17004,0.55925,17004,0.03017
17005,0.72071,17005,0.52908,17005,0.55923,17005,0.03015
17006,0.72069,17006,0.52908,17006,0.55921,17006,0.03013
17007,0.72067,17007,0.52908,17007,0.5592,17007,0.03011
17008,0.72066,17008,0.52908,17008,0.55918,17008,0.03009
17009,0.72064,17009,0.52908,17009,0.55916,17009,0.03007
17010,0.72064,17010,0.52908,17010,0.55914,17010,0.03006
17011,0.72064,17011,0.52908,17011,0.55912,17011,0.03004
17012,0.72062,17012,0.52908,17012,0.5591,17012,0.03002
17013,0.72062,17013,0.52908,17013,0.55908,17013,0.03
17014,0.80815,17014,0.52847,17014,0.55906,17014,0.0306
17015,0.80815,17015,0.52847,17015,0.55904,17015,0.03058
17016,0.80815,17016,0.52847,17016,0.55902,17016,0.03056
17017,0.71856,17017,0.52847,17017,0.559,17017,0.03054
17018,0.71851,17018,0.52847,17018,0.55899,17018,0.03052
17019,0.71851,17019,0.52847,17019,0.55897,17019,0.0305
17020,0.71851,17020,0.52847,17020,0.55895,17020,0.03048
17021,0.71851,17021,0.52847,17021,0.55893,17021,0.03046
17022,0.71847,17022,0.52847,17022,0.55891,17022,0.03044
17023,0.80359,17023,0.52789,17023,0.55889,17023,0.031
17024,0.71922,17024,0.52789,17024,0.55887,17024,0.03099
17025,0.72207,17025,0.52789,17025,0.55885,17025,0.03097
17026,0.72205,17026,0.52789,17026,0.55883,17026,0.03095
17027,0.72205,17027,0.52789,17027,0.55881,17027,0.03093
17028,0.72203,17028,0.52789,17028,0.55879,17028,0.03091
17029,0.72201,17029,0.52789,17029,0.55878,17029,0.03089
17030,0.72201,17030,0.52789,17030,0.55876,17030,0.03087
17031,0.72201,17031,0.52789,17031,0.55874,17031,0.03085
17032,0.71911,17032,0.52789,17032,0.55872,17032,0.03083
17033,0.79903,17033,0.52734,17033,0.5587,17033,0.03136
17034,0.7227,17034,0.52734,17034,0.55868,17034,0.03134
17035,0.7227,17035,0.52734,17035,0.55866,17035,0.03132
17036,0.72268,17036,0.52734,17036,0.55864,17036,0.0313
17037,0.71977,17037,0.52734,17037,0.55862,17037,0.03128
17038,0.72262,17038,0.52734,17038,0.5586,17038,0.03127
17039,0.7226,17039,0.52734,17039,0.55858,17039,0.03125
17040,0.7226,17040,0.52734,17040,0.55857,17040,0.03123
17041,0.7226,17041,0.52734,17041,0.55855,17041,0.03121
17042,0.72258,17042,0.52734,17042,0.55853,17042,0.03119
17043,0.7945,17043,0.52683,17043,0.55851,17043,0.03168
17044,0.72326,17044,0.52683,17044,0.55849,17044,0.03166
17045,0.72326,17045,0.52683,17045,0.55847,17045,0.03164
17046,0.72324,17046,0.52683,17046,0.55845,17046,0.03163
17047,0.72034,17047,0.52683,17047,0.55843,17047,0.03161
17048,0.72034,17048,0.52683,17048,0.55841,17048,0.03159
17049,0.72318,17049,0.52683,17049,0.55839,17049,0.03157
17050,0.72318,17050,0.52683,17050,0.55838,17050,0.03155
17051,0.72318,17051,0.52683,17051,0.55836,17051,0.03153
17052,0.72028,17052,0.52683,17052,0.55834,17052,0.03151
17053,0.78997,17053,0.52635,17053,0.55832,17053,0.03197
17054,0.72376,17054,0.52635,17054,0.5583,17054,0.03195
17055,0.72376,17055,0.52635,17055,0.55828,17055,0.03193
17056,0.72375,17056,0.52635,17056,0.55826,17056,0.03191
17057,0.72375,17057,0.52635,17057,0.55824,17057,0.0319
17058,0.72084,17058,0.52635,17058,0.55822,17058,0.03188
17059,0.7208,17059,0.52635,17059,0.5582,17059,0.03186
17060,0.7208,17060,0.52635,17060,0.55818,17060,0.03184
17061,0.7208,17061,0.52635,17061,0.55817,17061,0.03182
17062,0.72652,17062,0.52635,17062,0.55815,17062,0.0318
17063,0.72652,17063,0.52635,17063,0.55813,17063,0.03178
17064,0.78261,17064,0.5259,17064,0.55811,17064,0.03221
17065,0.72422,17065,0.5259,17065,0.55809,17065,0.03219
17066,0.72132,17066,0.5259,17066,0.55807,17066,0.03217
17067,0.727,17067,0.5259,17067,0.55805,17067,0.03215
17068,0.72704,17068,0.5259,17068,0.55803,17068,0.03213
17069,0.72708,17069,0.5259,17069,0.55801,17069,0.03211
17070,0.72708,17070,0.5259,17070,0.55799,17070,0.03209
17071,0.72708,17071,0.5259,17071,0.55798,17071,0.03208
17072,0.72767,17072,0.52549,17072,0.55796,17072,0.03247
17073,0.7277,17073,0.52549,17073,0.55794,17073,0.03245
17074,0.72775,17074,0.52549,17074,0.55792,17074,0.03243
17075,0.72779,17075,0.52549,17075,0.5579,17075,0.03241
17076,0.72784,17076,0.52549,17076,0.55788,17076,0.03239
17077,0.72784,17077,0.52549,17077,0.55786,17077,0.03238
17078,0.72784,17078,0.52549,17078,0.55784,17078,0.03236
17079,0.72784,17079,0.52549,17079,0.55782,17079,0.03234
17080,0.72785,17080,0.52549,17080,0.5578,17080,0.03232
17081,0.72785,17081,0.52549,17081,0.55779,17081,0.0323
17082,0.7741,17082,0.52511,17082,0.55777,17082,0.03266
17083,0.72258,17083,0.52511,17083,0.55775,17083,0.03264
17084,0.72258,17084,0.52511,17084,0.55773,17084,0.03262
17085,0.72541,17085,0.52511,17085,0.55771,17085,0.0326
17086,0.72252,17086,0.52511,17086,0.55769,17086,0.03259
17087,0.72535,17087,0.52511,17087,0.55767,17087,0.03257
17088,0.72533,17088,0.52511,17088,0.55765,17088,0.03255
17089,0.72533,17089,0.52511,17089,0.55763,17089,0.03253
17090,0.72533,17090,0.52511,17090,0.55761,17090,0.03251
17091,0.72533,17091,0.52511,17091,0.5576,17091,0.03249
17092,0.72532,17092,0.52511,17092,0.55758,17092,0.03247
17093,0.72532,17093,0.52511,17093,0.55756,17093,0.03245
17094,0.72532,17094,0.52511,17094,0.55754,17094,0.03243
17095,0.72532,17095,0.52511,17095,0.55752,17095,0.03241
17096,0.72532,17096,0.52511,17096,0.5575,17096,0.0324
17097,0.76959,17097,0.52476,17097,0.55748,17097,0.03273
17098,0.76959,17098,0.52476,17098,0.55746,17098,0.03271
17099,0.76959,17099,0.52476,17099,0.55744,17099,0.03269
17100,0.71423,17100,0.52476,17100,0.55743,17100,0.03267
17101,0.76799,17101,0.52444,17101,0.55741,17101,0.03297
17102,0.76799,17102,0.52444,17102,0.55739,17102,0.03295
17103,0.726,17103,0.52444,17103,0.55737,17103,0.03293
17104,0.72311,17104,0.52444,17104,0.55735,17104,0.03291
17105,0.72593,17105,0.52444,17105,0.55733,17105,0.03289
17106,0.72592,17106,0.52444,17106,0.55731,17106,0.03287
17107,0.72588,17107,0.52444,17107,0.55729,17107,0.03285
17108,0.72874,17108,0.52444,17108,0.55727,17108,0.03284
17109,0.72874,17109,0.52444,17109,0.55725,17109,0.03282
17110,0.72588,17110,0.52444,17110,0.55724,17110,0.0328
17111,0.76641,17111,0.52415,17111,0.55722,17111,0.03307
17112,0.72625,17112,0.52415,17112,0.5572,17112,0.03305
17113,0.72625,17113,0.52415,17113,0.55718,17113,0.03303
17114,0.72623,17114,0.52415,17114,0.55716,17114,0.03301
17115,0.7262,17115,0.52415,17115,0.55714,17115,0.03299
17116,0.7262,17116,0.52415,17116,0.55712,17116,0.03297
17117,0.72618,17117,0.52415,17117,0.5571,17117,0.03295
17118,0.72899,17118,0.52415,17118,0.55708,17118,0.03293
17119,0.72899,17119,0.52415,17119,0.55707,17119,0.03291
17120,0.72899,17120,0.52415,17120,0.55705,17120,0.0329
17121,0.72613,17121,0.52415,17121,0.55703,17121,0.03288
17122,0.72643,17122,0.5239,17122,0.55701,17122,0.03311
17123,0.72642,17123,0.5239,17123,0.55699,17123,0.03309
17124,0.72642,17124,0.5239,17124,0.55697,17124,0.03308
17125,0.72642,17125,0.5239,17125,0.55695,17125,0.03306
17126,0.72642,17126,0.5239,17126,0.55693,17126,0.03304
17127,0.72354,17127,0.5239,17127,0.55691,17127,0.03302
17128,0.72636,17128,0.5239,17128,0.5569,17128,0.033
17129,0.72636,17129,0.5239,17129,0.55688,17129,0.03298
17130,0.72636,17130,0.5239,17130,0.55686,17130,0.03296
17131,0.72634,17131,0.5239,17131,0.55684,17131,0.03294
17132,0.72634,17132,0.5239,17132,0.55682,17132,0.03292
17133,0.75475,17133,0.52367,17133,0.5568,17133,0.03313
17134,0.75475,17134,0.52367,17134,0.55678,17134,0.03311
17135,0.72373,17135,0.52367,17135,0.55676,17135,0.03309
17136,0.72368,17136,0.52367,17136,0.55674,17136,0.03307
17137,0.72368,17137,0.52367,17137,0.55673,17137,0.03306
17138,0.7265,17138,0.52367,17138,0.55671,17138,0.03304
17139,0.7265,17139,0.52367,17139,0.55669,17139,0.03302
17140,0.72362,17140,0.52367,17140,0.55667,17140,0.033
17141,0.72362,17141,0.52367,17141,0.55665,17141,0.03298
17142,0.75319,17142,0.52347,17142,0.55663,17142,0.03316
17143,0.75319,17143,0.52347,17143,0.55661,17143,0.03314
17144,0.72383,17144,0.52347,17144,0.55659,17144,0.03312
17145,0.72383,17145,0.52347,17145,0.55657,17145,0.0331
17146,0.72378,17146,0.52347,17146,0.55656,17146,0.03308
17147,0.72374,17147,0.52347,17147,0.55654,17147,0.03306
17148,0.72655,17148,0.52347,17148,0.55652,17148,0.03304
17149,0.72654,17149,0.52347,17149,0.5565,17149,0.03302
17150,0.72654,17150,0.52347,17150,0.55648,17150,0.03301
17151,0.72652,17151,0.52347,17151,0.55646,17151,0.03299
17152,0.72652,17152,0.52347,17152,0.55644,17152,0.03297
17153,0.72671,17153,0.52331,17153,0.55642,17153,0.03311
17154,0.72671,17154,0.52331,17154,0.5564,17154,0.0331
17155,0.72669,17155,0.52331,17155,0.55639,17155,0.03308
17156,0.72669,17156,0.52331,17156,0.55637,17156,0.03306
17157,0.72382,17157,0.52331,17157,0.55635,17157,0.03304
17158,0.72663,17158,0.52331,17158,0.55633,17158,0.03302
17159,0.72663,17159,0.52331,17159,0.55631,17159,0.033
17160,0.72663,17160,0.52331,17160,0.55629,17160,0.03298
17161,0.72663,17161,0.52331,17161,0.55627,17161,0.03296
17162,0.72376,17162,0.52331,17162,0.55625,17162,0.03294
17163,0.7387,17163,0.52317,17163,0.55624,17163,0.03306
17164,0.72668,17164,0.52317,17164,0.55622,17164,0.03304
17165,0.72666,17165,0.52317,17165,0.5562,17165,0.03302
17166,0.72664,17166,0.52317,17166,0.55618,17166,0.03301
17167,0.72664,17167,0.52317,17167,0.55616,17167,0.03299
17168,0.72663,17168,0.52317,17168,0.55614,17168,0.03297
17169,0.72663,17169,0.52317,17169,0.55612,17169,0.03295
17170,0.72663,17170,0.52317,17170,0.5561,17170,0.03293
17171,0.72661,17171,0.52317,17171,0.55608,17171,0.03291
17172,0.73435,17172,0.52306,17172,0.55607,17172,0.033
17173,0.73435,17173,0.52306,17173,0.55605,17173,0.03298
17174,0.73435,17174,0.52306,17174,0.55603,17174,0.03296
17175,0.73435,17175,0.52306,17175,0.55601,17175,0.03294
17176,0.72665,17176,0.52306,17176,0.55599,17176,0.03293
17177,0.71809,17177,0.52306,17177,0.55597,17177,0.03291
17178,0.72652,17178,0.52306,17178,0.55595,17178,0.03289
17179,0.72652,17179,0.52306,17179,0.55593,17179,0.03287
17180,0.72935,17180,0.52306,17180,0.55592,17180,0.03285
17181,0.72943,17181,0.52299,17181,0.5559,17181,0.03291
17182,0.72945,17182,0.52299,17182,0.55588,17182,0.03289
17183,0.72661,17183,0.52299,17183,0.55586,17183,0.03287
17184,0.72659,17184,0.52299,17184,0.55584,17184,0.03285
17185,0.72658,17185,0.52299,17185,0.55582,17185,0.03284
17186,0.72656,17186,0.52299,17186,0.5558,17186,0.03282
17187,0.72656,17187,0.52299,17187,0.55578,17187,0.0328
17188,0.72654,17188,0.52299,17188,0.55576,17188,0.03278
17189,0.72654,17189,0.52299,17189,0.55575,17189,0.03276
17190,0.72654,17190,0.52299,17190,0.55573,17190,0.03274
17191,0.72368,17191,0.52299,17191,0.55571,17191,0.03272
17192,0.7285,17192,0.52293,17192,0.55569,17192,0.03276
17193,0.7285,17193,0.52293,17193,0.55567,17193,0.03274
17194,0.72649,17194,0.52293,17194,0.55565,17194,0.03272
17195,0.72649,17195,0.52293,17195,0.55563,17195,0.0327
17196,0.72647,17196,0.52293,17196,0.55561,17196,0.03268
